Score,Scored by,Popularity Rank,Rating Rank,Members,Date
8.48,637325,32,1022,"1,131,914",Mon Aug 31 2020 19:40:22 GMT-0400 (Eastern Daylight Time)
8.48,638047,32,1022,"1,133,341",Wed Sep 02 2020 14:37:23 GMT-0400 (Eastern Daylight Time)
8.48,640285,31,1002,"1,137,972",Tue Sep 08 2020 15:51:16 GMT-0400 (Eastern Daylight Time)
8.48,640318,31,1002,"1,138,021",Tue Sep 08 2020 16:54:49 GMT-0400 (Eastern Daylight Time)
8.48,640438,31,1002,"1,138,241",Tue Sep 08 2020 23:03:17 GMT-0400 (Eastern Daylight Time)
8.48,640906,31,1002,"1,139,168",Thu Sep 10 2020 03:07:27 GMT-0400 (Eastern Daylight Time)
8.48,642790,31,1002,"1,142,964",Mon Sep 14 2020 23:08:46 GMT-0400 (Eastern Daylight Time)
8.48,643604,31,1002,"1,144,692",Thu Sep 17 2020 03:40:02 GMT-0400 (Eastern Daylight Time)
8.49,646466,31,1002,"1,150,093",Thu Sep 24 2020 05:01:55 GMT-0400 (Eastern Daylight Time)
8.49,648561,30,1012,"1,153,788",Mon Sep 28 2020 21:55:07 GMT-0400 (Eastern Daylight Time)
8.49,649530,30,1002,"1,155,566",Thu Oct 01 2020 00:46:38 GMT-0400 (Eastern Daylight Time)
8.49,649597,30,1002,"1,155,680",Thu Oct 01 2020 04:44:21 GMT-0400 (Eastern Daylight Time)
8.49,649597,30,1002,"1,155,723",Thu Oct 01 2020 05:42:58 GMT-0400 (Eastern Daylight Time)
8.49,650743,31,1012,"1,158,095",Sun Oct 04 2020 03:16:11 GMT-0400 (Eastern Daylight Time)
8.49,651563,30,1002,"1,159,748",Mon Oct 05 2020 22:59:34 GMT-0400 (Eastern Daylight Time)
8.49,652246,30,1002,"1,161,034",Wed Oct 07 2020 13:56:18 GMT-0400 (Eastern Daylight Time)
8.49,653987,30,1002,"1,164,323",Sun Oct 11 2020 12:20:27 GMT-0400 (Eastern Daylight Time)
8.49,654163,30,1002,"1,164,647",Sun Oct 11 2020 21:20:50 GMT-0400 (Eastern Daylight Time)
8.49,655797,30,1002,"1,167,987",Thu Oct 15 2020 08:40:50 GMT-0400 (Eastern Daylight Time)
8.49,657736,30,992,"1,171,391",Mon Oct 19 2020 07:22:45 GMT-0400 (Eastern Daylight Time)
8.49,658360,30,992,"1,172,443",Mon Oct 19 2020 20:37:47 GMT-0400 (Eastern Daylight Time)
8.49,658567,30,992,"1,172,953",Tue Oct 20 2020 04:22:29 GMT-0400 (Eastern Daylight Time)
8.49,659270,29,992,"1,174,099",Wed Oct 21 2020 04:05:13 GMT-0400 (Eastern Daylight Time)
8.49,660018,30,992,"1,175,447",Thu Oct 22 2020 10:11:21 GMT-0400 (Eastern Daylight Time)
8.49,662933,29,992,"1,180,770",Tue Oct 27 2020 23:37:00 GMT-0400 (Eastern Daylight Time)
8.49,663712,30,992,"1,182,187",Thu Oct 29 2020 10:43:04 GMT-0400 (Eastern Daylight Time)
8.49,664352,29,992,"1,183,317",Fri Oct 30 2020 19:36:30 GMT-0400 (Eastern Daylight Time)
8.49,664352,29,992,"1,183,393",Fri Oct 30 2020 21:35:32 GMT-0400 (Eastern Daylight Time)
8.49,664927,29,992,"1,184,427",Sun Nov 01 2020 02:34:59 GMT-0500 (Eastern Standard Time)
8.49,667243,29,1002,"1,188,701",Thu Nov 05 2020 11:17:09 GMT-0500 (Eastern Standard Time)
8.49,668878,29,1012,"1,191,913",Sun Nov 08 2020 09:11:58 GMT-0500 (Eastern Standard Time)
8.49,669722,29,1012,"1,193,545",Mon Nov 09 2020 23:56:31 GMT-0500 (Eastern Standard Time)
8.49,670721,29,1012,"1,195,393",Wed Nov 11 2020 22:09:36 GMT-0500 (Eastern Standard Time)
8.49,671023,29,1012,"1,195,916",Thu Nov 12 2020 12:10:37 GMT-0500 (Eastern Standard Time)
8.49,672786,29,1022,"1,199,062",Sun Nov 15 2020 04:48:07 GMT-0500 (Eastern Standard Time)
8.49,675422,29,1012,"1,203,717",Thu Nov 19 2020 12:27:37 GMT-0500 (Eastern Standard Time)
8.49,676319,29,1012,"1,205,397",Sat Nov 21 2020 04:04:48 GMT-0500 (Eastern Standard Time)
8.49,676566,29,1012,"1,205,807",Sat Nov 21 2020 16:56:55 GMT-0500 (Eastern Standard Time)
8.49,678485,29,1012,"1,209,648",Wed Nov 25 2020 05:57:36 GMT-0500 (Eastern Standard Time)
8.49,678485,29,1012,"1,209,682",Wed Nov 25 2020 06:58:34 GMT-0500 (Eastern Standard Time)
8.49,678569,29,1012,"1,209,726",Wed Nov 25 2020 07:44:11 GMT-0500 (Eastern Standard Time)
8.49,679189,29,1012,"1,211,019",Thu Nov 26 2020 14:05:02 GMT-0500 (Eastern Standard Time)
8.49,680161,29,1012,"1,212,819",Sat Nov 28 2020 10:43:22 GMT-0500 (Eastern Standard Time)
8.49,681856,30,1012,"1,216,177",Tue Dec 01 2020 17:25:15 GMT-0500 (Eastern Standard Time)
8.49,682233,30,1012,"1,216,796",Wed Dec 02 2020 06:30:08 GMT-0500 (Eastern Standard Time)
8.49,682950,30,1012,"1,218,110",Thu Dec 03 2020 15:17:02 GMT-0500 (Eastern Standard Time)
8.49,683085,30,1012,"1,218,387",Thu Dec 03 2020 20:53:23 GMT-0500 (Eastern Standard Time)
8.49,684494,29,1022,"1,221,106",Sun Dec 06 2020 15:56:06 GMT-0500 (Eastern Standard Time)
8.49,684494,29,1022,"1,221,154",Sun Dec 06 2020 18:18:03 GMT-0500 (Eastern Standard Time)
8.49,684705,30,1022,"1,221,530",Mon Dec 07 2020 03:07:29 GMT-0500 (Eastern Standard Time)
8.49,686222,30,1022,"1,224,132",Tue Dec 08 2020 23:59:38 GMT-0500 (Eastern Standard Time)
8.49,686411,30,1022,"1,224,473",Wed Dec 09 2020 06:56:11 GMT-0500 (Eastern Standard Time)
8.49,687120,30,1022,"1,225,839",Thu Dec 10 2020 17:08:08 GMT-0500 (Eastern Standard Time)
8.50,690242,30,992,"1,231,520",Wed Dec 16 2020 08:03:12 GMT-0500 (Eastern Standard Time)
8.50,691129,30,992,"1,233,065",Thu Dec 17 2020 17:46:33 GMT-0500 (Eastern Standard Time)
8.50,691968,30,992,"1,234,532",Sat Dec 19 2020 02:10:47 GMT-0500 (Eastern Standard Time)
8.50,692289,30,992,"1,235,197",Sat Dec 19 2020 17:25:01 GMT-0500 (Eastern Standard Time)
8.50,687337,30,982,"1,237,400",Mon Dec 21 2020 19:20:24 GMT-0500 (Eastern Standard Time)
8.50,689110,30,1002,"1,240,612",Thu Dec 24 2020 18:43:27 GMT-0500 (Eastern Standard Time)
8.50,690199,30,1002,"1,242,427",Sat Dec 26 2020 20:47:20 GMT-0500 (Eastern Standard Time)
8.50,690306,30,1002,"1,242,760",Sun Dec 27 2020 01:39:22 GMT-0500 (Eastern Standard Time)
8.50,691780,30,992,"1,245,449",Tue Dec 29 2020 06:15:50 GMT-0500 (Eastern Standard Time)
8.50,691780,30,992,"1,245,449",Tue Dec 29 2020 07:03:19 GMT-0500 (Eastern Standard Time)
8.50,693102,30,992,"1,247,891",Thu Dec 31 2020 04:19:59 GMT-0500 (Eastern Standard Time)
8.50,693351,30,992,"1,248,363",Thu Dec 31 2020 12:24:57 GMT-0500 (Eastern Standard Time)
8.50,693481,30,992,"1,248,695",Thu Dec 31 2020 20:22:26 GMT-0500 (Eastern Standard Time)
8.50,693886,30,1002,"1,249,429",Fri Jan 01 2021 14:39:22 GMT-0500 (Eastern Standard Time)
8.50,695134,30,1002,"1,251,553",Sat Jan 02 2021 23:54:01 GMT-0500 (Eastern Standard Time)
8.50,695782,30,1002,"1,252,867",Sun Jan 03 2021 21:07:23 GMT-0500 (Eastern Standard Time)
8.50,695782,30,1002,"1,252,867",Sun Jan 03 2021 22:19:30 GMT-0500 (Eastern Standard Time)
8.50,696260,30,992,"1,253,760",Mon Jan 04 2021 12:44:06 GMT-0500 (Eastern Standard Time)
8.50,696787,31,992,"1,254,740",Tue Jan 05 2021 03:36:11 GMT-0500 (Eastern Standard Time)
8.50,696895,31,992,"1,254,842",Tue Jan 05 2021 06:19:19 GMT-0500 (Eastern Standard Time)
8.50,699078,30,1002,"1,258,875",Fri Jan 08 2021 02:49:44 GMT-0500 (Eastern Standard Time)
8.50,699078,30,1012,"1,259,020",Fri Jan 08 2021 05:25:41 GMT-0500 (Eastern Standard Time)
8.50,702548,31,1032,"1,265,311",Tue Jan 12 2021 17:05:59 GMT-0500 (Eastern Standard Time)
8.51,707917,30,1032,"1,275,454",Tue Jan 19 2021 08:22:41 GMT-0500 (Eastern Standard Time)
8.51,708518,30,1032,"1,276,496",Wed Jan 20 2021 07:19:53 GMT-0500 (Eastern Standard Time)
8.51,718162,30,1042,"1,292,563",Tue Jan 26 2021 19:59:56 GMT-0500 (Eastern Standard Time)
8.51,720343,30,1042,"1,295,841",Thu Jan 28 2021 03:36:39 GMT-0500 (Eastern Standard Time)
8.51,722155,30,1042,"1,298,661",Fri Jan 29 2021 05:02:21 GMT-0500 (Eastern Standard Time)
8.51,731183,30,1042,"1,313,320",Thu Feb 04 2021 04:57:12 GMT-0500 (Eastern Standard Time)
8.51,732622,30,1042,"1,316,269",Fri Feb 05 2021 17:34:40 GMT-0500 (Eastern Standard Time)
8.51,739799,30,1022,"1,327,636",Thu Feb 11 2021 06:08:40 GMT-0500 (Eastern Standard Time)
8.51,740077,30,1022,"1,328,263",Thu Feb 11 2021 15:13:35 GMT-0500 (Eastern Standard Time)
8.52,753246,31,952,"1,350,955",Thu Feb 25 2021 10:47:51 GMT-0500 (Eastern Standard Time)
8.52,754001,31,952,"1,352,343",Fri Feb 26 2021 10:48:30 GMT-0500 (Eastern Standard Time)
8.52,764920,31,942,"1,372,803",Fri Mar 12 2021 13:02:03 GMT-0500 (Eastern Standard Time)
8.52,769909,31,942,"1,381,513",Wed Mar 17 2021 20:37:02 GMT-0400 (Eastern Daylight Time)
8.52,771964,31,932,"1,385,109",Fri Mar 19 2021 19:19:55 GMT-0400 (Eastern Daylight Time)
8.52,777808,31,932,"1,395,533",Thu Mar 25 2021 16:07:15 GMT-0400 (Eastern Daylight Time)
8.53,780558,30,912,"1,400,322",Sun Mar 28 2021 16:03:15 GMT-0400 (Eastern Daylight Time)
8.53,781389,30,912,"1,401,778",Mon Mar 29 2021 07:18:49 GMT-0400 (Eastern Daylight Time)
8.53,781770,30,912,"1,402,421",Mon Mar 29 2021 14:33:46 GMT-0400 (Eastern Daylight Time)
8.53,782758,30,922,"1,404,273",Tue Mar 30 2021 14:04:13 GMT-0400 (Eastern Daylight Time)
8.53,783014,30,922,"1,404,818",Tue Mar 30 2021 21:21:02 GMT-0400 (Eastern Daylight Time)
8.53,783014,30,922,"1,404,907",Tue Mar 30 2021 21:53:30 GMT-0400 (Eastern Daylight Time)
8.53,783328,30,922,"1,405,271",Wed Mar 31 2021 02:54:48 GMT-0400 (Eastern Daylight Time)
8.53,784054,30,922,"1,406,316",Wed Mar 31 2021 17:59:27 GMT-0400 (Eastern Daylight Time)
8.53,784054,30,922,"1,406,475",Wed Mar 31 2021 19:30:44 GMT-0400 (Eastern Daylight Time)
8.53,784167,30,922,"1,406,568",Wed Mar 31 2021 20:38:11 GMT-0400 (Eastern Daylight Time)
8.53,784540,30,922,"1,407,330",Thu Apr 01 2021 07:46:30 GMT-0400 (Eastern Daylight Time)
8.53,784754,30,922,"1,407,686",Thu Apr 01 2021 13:13:53 GMT-0400 (Eastern Daylight Time)
8.53,785027,30,922,"1,408,007",Thu Apr 01 2021 18:57:18 GMT-0400 (Eastern Daylight Time)
8.53,789312,30,912,"1,416,018",Mon Apr 05 2021 19:43:12 GMT-0400 (Eastern Daylight Time)
8.53,793345,31,902,"1,423,181",Fri Apr 09 2021 15:29:42 GMT-0400 (Eastern Daylight Time)
8.53,794505,31,912,"1,425,346",Sat Apr 10 2021 22:09:26 GMT-0400 (Eastern Daylight Time)
8.53,794762,31,902,"1,425,789",Sun Apr 11 2021 03:53:48 GMT-0400 (Eastern Daylight Time)
8.53,796866,31,922,"1,429,446",Tue Apr 13 2021 07:56:07 GMT-0400 (Eastern Daylight Time)
8.53,797043,31,922,"1,429,604",Tue Apr 13 2021 11:09:56 GMT-0400 (Eastern Daylight Time)
8.53,798196,31,912,"1,431,861",Wed Apr 14 2021 19:56:59 GMT-0400 (Eastern Daylight Time)
8.53,798577,31,912,"1,432,735",Thu Apr 15 2021 11:02:42 GMT-0400 (Eastern Daylight Time)
8.53,799229,31,912,"1,433,920",Fri Apr 16 2021 03:37:45 GMT-0400 (Eastern Daylight Time)
8.53,800616,31,912,"1,436,395",Sat Apr 17 2021 23:17:48 GMT-0400 (Eastern Daylight Time)
8.53,801452,31,922,"1,437,635",Sun Apr 18 2021 20:28:24 GMT-0400 (Eastern Daylight Time)
8.53,802173,31,912,"1,438,871",Mon Apr 19 2021 12:54:28 GMT-0400 (Eastern Daylight Time)
8.53,802420,31,912,"1,439,569",Mon Apr 19 2021 21:12:11 GMT-0400 (Eastern Daylight Time)
8.53,802420,31,912,"1,439,822",Mon Apr 19 2021 23:57:40 GMT-0400 (Eastern Daylight Time)
8.53,803069,31,912,"1,440,673",Tue Apr 20 2021 14:57:48 GMT-0400 (Eastern Daylight Time)
8.53,803545,31,912,"1,441,526",Wed Apr 21 2021 02:56:28 GMT-0400 (Eastern Daylight Time)
8.54,805559,31,892,"1,445,503",Fri Apr 23 2021 19:26:20 GMT-0400 (Eastern Daylight Time)
8.54,806572,31,892,"1,446,779",Sat Apr 24 2021 21:19:26 GMT-0400 (Eastern Daylight Time)
8.54,806812,31,892,"1,447,475",Sun Apr 25 2021 04:14:35 GMT-0400 (Eastern Daylight Time)
8.54,808444,31,892,"1,450,550",Tue Apr 27 2021 01:32:02 GMT-0400 (Eastern Daylight Time)
8.54,808842,31,892,"1,451,196",Tue Apr 27 2021 13:22:08 GMT-0400 (Eastern Daylight Time)
8.54,812456,31,882,"1,457,843",Sun May 02 2021 05:55:03 GMT-0400 (Eastern Daylight Time)
8.54,812624,31,882,"1,457,888",Sun May 02 2021 06:45:07 GMT-0400 (Eastern Daylight Time)
8.54,812819,31,882,"1,458,398",Sun May 02 2021 16:13:08 GMT-0400 (Eastern Daylight Time)
8.54,813131,31,882,"1,459,137",Mon May 03 2021 01:40:33 GMT-0400 (Eastern Daylight Time)
8.54,813378,31,882,"1,459,304",Mon May 03 2021 04:43:00 GMT-0400 (Eastern Daylight Time)
8.54,813757,31,882,"1,460,150",Mon May 03 2021 18:35:11 GMT-0400 (Eastern Daylight Time)
8.54,814055,31,882,"1,460,600",Mon May 03 2021 23:43:39 GMT-0400 (Eastern Daylight Time)
8.54,814238,31,882,"1,461,067",Tue May 04 2021 09:27:41 GMT-0400 (Eastern Daylight Time)
8.54,815191,31,882,"1,462,751",Wed May 05 2021 11:45:59 GMT-0400 (Eastern Daylight Time)
8.54,815829,31,882,"1,463,737",Thu May 06 2021 02:58:10 GMT-0400 (Eastern Daylight Time)
8.54,815931,31,882,"1,463,927",Thu May 06 2021 06:41:20 GMT-0400 (Eastern Daylight Time)
8.54,817806,31,882,"1,467,584",Sat May 08 2021 21:49:57 GMT-0400 (Eastern Daylight Time)
8.54,819062,31,882,"1,469,580",Mon May 10 2021 06:09:27 GMT-0400 (Eastern Daylight Time)
8.54,822095,31,882,"1,475,038",Fri May 14 2021 03:44:21 GMT-0400 (Eastern Daylight Time)
8.54,824610,31,882,"1,479,282",Mon May 17 2021 07:27:03 GMT-0400 (Eastern Daylight Time)
8.54,825432,31,882,"1,480,807",Tue May 18 2021 06:54:56 GMT-0400 (Eastern Daylight Time)
8.54,827399,31,882,"1,484,410",Thu May 20 2021 21:48:54 GMT-0400 (Eastern Daylight Time)
8.54,827913,31,882,"1,485,215",Fri May 21 2021 14:49:00 GMT-0400 (Eastern Daylight Time)
8.55,829559,31,842,"1,487,987",Sun May 23 2021 17:56:39 GMT-0400 (Eastern Daylight Time)
8.55,829559,31,842,"1,488,144",Sun May 23 2021 20:13:00 GMT-0400 (Eastern Daylight Time)
8.55,831942,31,842,"1,492,370",Wed May 26 2021 20:06:34 GMT-0400 (Eastern Daylight Time)
8.55,833258,31,842,"1,494,737",Fri May 28 2021 17:41:26 GMT-0400 (Eastern Daylight Time)
8.55,833938,31,842,"1,495,758",Sat May 29 2021 14:41:57 GMT-0400 (Eastern Daylight Time)
8.55,834827,31,842,"1,497,480",Sun May 30 2021 22:36:53 GMT-0400 (Eastern Daylight Time)
8.55,835877,31,842,"1,499,498",Tue Jun 01 2021 12:39:36 GMT-0400 (Eastern Daylight Time)
8.55,836052,31,842,"1,499,851",Tue Jun 01 2021 18:38:01 GMT-0400 (Eastern Daylight Time)
8.55,838014,31,832,"1,503,459",Fri Jun 04 2021 16:36:32 GMT-0400 (Eastern Daylight Time)
8.55,839024,31,842,"1,505,144",Sun Jun 06 2021 02:20:04 GMT-0400 (Eastern Daylight Time)
8.55,839782,31,832,"1,506,392",Sun Jun 06 2021 23:15:04 GMT-0400 (Eastern Daylight Time)
8.55,842249,31,832,"1,511,093",Thu Jun 10 2021 17:04:58 GMT-0400 (Eastern Daylight Time)
8.55,843079,31,832,"1,512,569",Fri Jun 11 2021 22:48:00 GMT-0400 (Eastern Daylight Time)
8.55,844330,31,842,"1,514,724",Sun Jun 13 2021 21:16:34 GMT-0400 (Eastern Daylight Time)
8.55,844523,31,842,"1,514,994",Mon Jun 14 2021 00:40:41 GMT-0400 (Eastern Daylight Time)
8.56,846553,31,822,"1,518,645",Wed Jun 16 2021 21:37:31 GMT-0400 (Eastern Daylight Time)
8.56,849574,31,832,"1,523,753",Mon Jun 21 2021 01:43:00 GMT-0400 (Eastern Daylight Time)
8.56,849763,31,832,"1,524,069",Mon Jun 21 2021 08:20:41 GMT-0400 (Eastern Daylight Time)
8.56,850152,31,832,"1,524,994",Tue Jun 22 2021 00:36:24 GMT-0400 (Eastern Daylight Time)
8.56,850709,31,832,"1,525,744",Tue Jun 22 2021 14:43:23 GMT-0400 (Eastern Daylight Time)
8.56,851353,31,842,"1,526,926",Wed Jun 23 2021 10:08:22 GMT-0400 (Eastern Daylight Time)
8.56,851509,31,842,"1,527,196",Wed Jun 23 2021 15:05:36 GMT-0400 (Eastern Daylight Time)
8.56,854317,31,842,"1,532,354",Sun Jun 27 2021 18:30:34 GMT-0400 (Eastern Daylight Time)
8.56,854317,31,842,"1,532,566",Sun Jun 27 2021 21:26:18 GMT-0400 (Eastern Daylight Time)
8.56,854317,31,842,"1,533,710",Mon Jun 28 2021 19:20:50 GMT-0400 (Eastern Daylight Time)
8.56,854317,31,842,"1,534,127",Tue Jun 29 2021 01:37:14 GMT-0400 (Eastern Daylight Time)
8.56,854317,31,842,"1,534,175",Tue Jun 29 2021 01:53:02 GMT-0400 (Eastern Daylight Time)
8.56,857171,31,852,"1,536,662",Wed Jun 30 2021 15:06:08 GMT-0400 (Eastern Daylight Time)
8.56,858380,31,852,"1,538,898",Fri Jul 02 2021 01:48:00 GMT-0400 (Eastern Daylight Time)
8.56,861576,31,832,"1,544,218",Mon Jul 05 2021 19:31:23 GMT-0400 (Eastern Daylight Time)
8.56,861774,31,832,"1,544,678",Tue Jul 06 2021 02:53:58 GMT-0400 (Eastern Daylight Time)
8.56,862075,31,832,"1,545,183",Tue Jul 06 2021 10:10:05 GMT-0400 (Eastern Daylight Time)
8.56,862175,31,832,"1,545,416",Tue Jul 06 2021 13:48:29 GMT-0400 (Eastern Daylight Time)
8.57,865858,30,802,"1,551,746",Sun Jul 11 2021 06:34:12 GMT-0400 (Eastern Daylight Time)
8.57,866124,30,802,"1,552,326",Sun Jul 11 2021 17:43:28 GMT-0400 (Eastern Daylight Time)
8.57,866342,30,802,"1,552,863",Mon Jul 12 2021 01:55:40 GMT-0400 (Eastern Daylight Time)
8.57,867154,30,802,"1,554,306",Tue Jul 13 2021 01:14:35 GMT-0400 (Eastern Daylight Time)
8.57,868058,30,802,"1,555,566",Tue Jul 13 2021 21:41:19 GMT-0400 (Eastern Daylight Time)
8.57,868058,30,802,"1,555,808",Wed Jul 14 2021 00:40:56 GMT-0400 (Eastern Daylight Time)
8.57,868058,30,792,"1,555,903",Wed Jul 14 2021 03:05:01 GMT-0400 (Eastern Daylight Time)
8.57,868298,30,792,"1,556,136",Wed Jul 14 2021 05:21:14 GMT-0400 (Eastern Daylight Time)
8.57,869590,30,792,"1,558,536",Thu Jul 15 2021 18:57:40 GMT-0400 (Eastern Daylight Time)
8.57,869843,30,792,"1,558,821",Thu Jul 15 2021 23:22:37 GMT-0400 (Eastern Daylight Time)
8.57,870254,30,792,"1,559,600",Fri Jul 16 2021 14:18:50 GMT-0400 (Eastern Daylight Time)
8.57,871289,30,792,"1,561,144",Sat Jul 17 2021 15:33:26 GMT-0400 (Eastern Daylight Time)
8.57,871412,30,792,"1,561,663",Sat Jul 17 2021 22:59:47 GMT-0400 (Eastern Daylight Time)
8.57,873351,30,792,"1,564,939",Tue Jul 20 2021 01:12:06 GMT-0400 (Eastern Daylight Time)
8.57,873590,30,792,"1,565,181",Tue Jul 20 2021 05:19:31 GMT-0400 (Eastern Daylight Time)
8.57,874267,30,802,"1,566,492",Wed Jul 21 2021 01:58:20 GMT-0400 (Eastern Daylight Time)
8.57,874474,31,802,"1,566,755",Wed Jul 21 2021 07:27:19 GMT-0400 (Eastern Daylight Time)
8.57,876347,31,802,"1,569,989",Fri Jul 23 2021 14:45:23 GMT-0400 (Eastern Daylight Time)
8.57,877621,31,802,"1,572,109",Sun Jul 25 2021 01:12:54 GMT-0400 (Eastern Daylight Time)
8.57,878339,31,802,"1,573,135",Sun Jul 25 2021 20:14:43 GMT-0400 (Eastern Daylight Time)
8.57,879695,31,802,"1,575,287",Tue Jul 27 2021 06:35:34 GMT-0400 (Eastern Daylight Time)
8.57,879767,31,802,"1,575,446",Tue Jul 27 2021 10:35:12 GMT-0400 (Eastern Daylight Time)
8.57,879924,30,802,"1,575,683",Tue Jul 27 2021 15:18:03 GMT-0400 (Eastern Daylight Time)
8.57,880382,30,802,"1,576,560",Wed Jul 28 2021 05:48:19 GMT-0400 (Eastern Daylight Time)
8.57,880506,30,802,"1,576,714",Wed Jul 28 2021 07:50:57 GMT-0400 (Eastern Daylight Time)
8.57,880660,30,802,"1,576,934",Wed Jul 28 2021 12:51:39 GMT-0400 (Eastern Daylight Time)
8.57,884138,30,802,"1,582,579",Sun Aug 01 2021 19:38:20 GMT-0400 (Eastern Daylight Time)
8.57,885471,30,802,"1,584,790",Tue Aug 03 2021 07:15:15 GMT-0400 (Eastern Daylight Time)
8.58,886737,31,752,"1,586,943",Wed Aug 04 2021 22:17:08 GMT-0400 (Eastern Daylight Time)
8.58,887194,31,752,"1,587,869",Thu Aug 05 2021 15:50:38 GMT-0400 (Eastern Daylight Time)
8.58,887437,31,752,"1,588,456",Thu Aug 05 2021 23:25:53 GMT-0400 (Eastern Daylight Time)
8.58,887946,31,752,"1,589,026",Fri Aug 06 2021 10:39:37 GMT-0400 (Eastern Daylight Time)
8.58,888038,31,752,"1,589,410",Fri Aug 06 2021 17:24:41 GMT-0400 (Eastern Daylight Time)
8.58,888975,31,752,"1,590,874",Sat Aug 07 2021 20:23:55 GMT-0400 (Eastern Daylight Time)
8.58,889339,31,752,"1,591,513",Sun Aug 08 2021 08:55:21 GMT-0400 (Eastern Daylight Time)
8.58,890975,31,752,"1,594,423",Tue Aug 10 2021 09:17:20 GMT-0400 (Eastern Daylight Time)
8.58,891469,31,752,"1,595,383",Wed Aug 11 2021 01:31:25 GMT-0400 (Eastern Daylight Time)
8.58,892002,31,752,"1,596,351",Wed Aug 11 2021 19:04:21 GMT-0400 (Eastern Daylight Time)
8.58,893010,31,752,"1,597,918",Thu Aug 12 2021 23:12:10 GMT-0400 (Eastern Daylight Time)
8.58,893010,31,752,"1,598,077",Fri Aug 13 2021 01:54:52 GMT-0400 (Eastern Daylight Time)
8.58,893444,31,752,"1,598,617",Fri Aug 13 2021 13:42:25 GMT-0400 (Eastern Daylight Time)
8.58,894503,29,762,"1,600,557",Sat Aug 14 2021 23:16:14 GMT-0400 (Eastern Daylight Time)
8.58,894933,28,762,"1,601,324",Sun Aug 15 2021 15:27:52 GMT-0400 (Eastern Daylight Time)
8.58,895335,29,762,"1,602,007",Mon Aug 16 2021 02:20:18 GMT-0400 (Eastern Daylight Time)
8.58,895335,29,762,"1,602,007",Mon Aug 16 2021 02:20:43 GMT-0400 (Eastern Daylight Time)
8.58,896056,29,762,"1,603,334",Tue Aug 17 2021 00:08:25 GMT-0400 (Eastern Daylight Time)
8.58,896369,30,762,"1,603,801",Tue Aug 17 2021 10:24:40 GMT-0400 (Eastern Daylight Time)
8.58,896571,30,762,"1,604,176",Tue Aug 17 2021 18:14:46 GMT-0400 (Eastern Daylight Time)
8.58,896988,31,762,"1,605,048",Wed Aug 18 2021 08:17:04 GMT-0400 (Eastern Daylight Time)
8.58,898666,31,742,"1,607,826",Fri Aug 20 2021 08:18:48 GMT-0400 (Eastern Daylight Time)
8.58,899058,31,742,"1,608,462",Fri Aug 20 2021 20:59:12 GMT-0400 (Eastern Daylight Time)
8.58,899851,31,742,"1,609,745",Sat Aug 21 2021 19:09:58 GMT-0400 (Eastern Daylight Time)
8.58,900375,31,742,"1,610,707",Sun Aug 22 2021 15:49:32 GMT-0400 (Eastern Daylight Time)
8.58,901890,30,742,"1,613,409",Tue Aug 24 2021 11:56:41 GMT-0400 (Eastern Daylight Time)
8.58,902779,30,752,"1,614,888",Wed Aug 25 2021 12:53:28 GMT-0400 (Eastern Daylight Time)
8.58,904171,29,742,"1,617,252",Fri Aug 27 2021 11:30:08 GMT-0400 (Eastern Daylight Time)
8.58,905732,29,742,"1,620,147",Sun Aug 29 2021 16:06:17 GMT-0400 (Eastern Daylight Time)
8.58,907672,29,752,"1,623,400",Wed Sep 01 2021 00:51:26 GMT-0400 (Eastern Daylight Time)
8.58,908183,30,752,"1,624,219",Wed Sep 01 2021 16:53:55 GMT-0400 (Eastern Daylight Time)
8.58,908183,30,742,"1,624,332",Wed Sep 01 2021 18:28:27 GMT-0400 (Eastern Daylight Time)
8.59,909779,30,702,"1,626,795",Fri Sep 03 2021 20:41:46 GMT-0400 (Eastern Daylight Time)
8.59,909779,30,702,"1,626,994",Sat Sep 04 2021 00:21:21 GMT-0400 (Eastern Daylight Time)
8.59,909967,30,702,"1,627,230",Sat Sep 04 2021 06:07:21 GMT-0400 (Eastern Daylight Time)
8.59,910500,30,702,"1,628,153",Sun Sep 05 2021 03:19:27 GMT-0400 (Eastern Daylight Time)
8.59,910926,30,702,"1,628,893",Sun Sep 05 2021 19:53:20 GMT-0400 (Eastern Daylight Time)
8.59,911910,29,702,"1,630,481",Tue Sep 07 2021 00:43:31 GMT-0400 (Eastern Daylight Time)
8.59,912807,29,692,"1,631,872",Wed Sep 08 2021 04:48:17 GMT-0400 (Eastern Daylight Time)
8.59,913126,29,692,"1,632,410",Wed Sep 08 2021 16:39:16 GMT-0400 (Eastern Daylight Time)
8.59,913126,29,692,"1,632,477",Wed Sep 08 2021 17:34:15 GMT-0400 (Eastern Daylight Time)
8.59,913751,29,692,"1,633,788",Thu Sep 09 2021 19:45:30 GMT-0400 (Eastern Daylight Time)
8.59,914279,29,702,"1,634,465",Fri Sep 10 2021 11:50:29 GMT-0400 (Eastern Daylight Time)
8.59,914959,29,702,"1,635,698",Sat Sep 11 2021 15:13:06 GMT-0400 (Eastern Daylight Time)
8.59,915794,29,702,"1,637,312",Sun Sep 12 2021 22:05:59 GMT-0400 (Eastern Daylight Time)
8.59,916537,30,702,"1,638,324",Mon Sep 13 2021 20:38:12 GMT-0400 (Eastern Daylight Time)
